episode,length,time,reward,delta
0,500.0,0.03258745679022468,-3471.0,-8.418551429589805e-05
1,500.0,0.02854281481495491,-3966.0,-0.0038686535196579275
2,175.0,0.009850074074165605,-768.0,100.00006415459296
3,43.0,0.0022589629629692354,-141.0,10.000006415459296
4,200.0,0.011511703703490639,-595.0,1.000000641545924
5,170.0,0.009557333333304996,-763.0,0.10000006415458529
6,92.0,0.005012148148125561,-289.0,0.010000006415452845
7,42.0,0.0023111111113394145,-41.0,0.0010000006415396001
8,14.0,0.0008726913579266693,86.0,0.00010000006415111784
9,19.0,0.0011006419749719498,81.0,1.0000006412269613e-05
10,31.0,0.0018141234568247455,69.0,1.0000006369637049e-06
11,50.0,0.002692345678951824,-445.0,1.0000006511745596e-07
12,19.0,0.0010887901235037134,-18.0,1.0000007932831068e-08
13,20.0,0.0010966913582706184,80.0,1.0000036354540498e-09
14,34.0,0.001993481481804338,-33.0,1.000017846308765e-10
15,58.0,0.0032829629626576207,-57.0,1.000444171950221e-11
16,15.0,0.0008434567898802925,85.0,9.947598300641403e-13
17,62.0,0.003275061728345463,-259.0,9.947598300641403e-14
18,14.0,0.0008272592594948946,86.0,1.4210854715202004e-14
19,19.0,0.0012570864196277398,81.0,0.0
20,81.0,0.004346074073964701,-476.0,0.0
21,19.0,0.0011365925925019837,-18.0,0.0
22,40.0,0.0021756049382020137,-138.0,0.0
23,16.0,0.0010046419752143265,84.0,0.0
24,16.0,0.0009204938269249396,84.0,0.0
25,20.0,0.001263802469111397,-19.0,0.0
26,22.0,0.0011792592590609274,78.0,0.0
27,100.0,0.005458567901314382,-495.0,0.0
28,16.0,0.0009256296293642663,84.0,0.0
29,103.0,0.005836246913531795,-498.0,0.0
30,18.0,0.002020345679284219,82.0,0.0
31,17.0,0.0013487407404682017,83.0,0.0
32,53.0,0.002930962963091588,-250.0,0.0
33,28.0,0.0015344197531703685,-27.0,0.0
34,39.0,0.0022929382716938562,-38.0,0.0
35,46.0,0.002530765432311455,-144.0,0.0
36,15.0,0.0008434567903350398,85.0,0.0
37,29.0,0.0015723456790510681,-28.0,0.0
38,14.0,0.0008359506173292175,86.0,0.0
39,22.0,0.0012574814813888224,-21.0,0.0
40,22.0,0.0012906666670460254,78.0,0.0
