episode,length,time,reward,delta
0,50.0,0.0031774814815435093,0.0,-0.0003095112227810143
1,10.0,0.000645925925937263,0.0,-0.0003660884420189792
2,39.0,0.002462814814862213,0.0,-0.00048194361525590664
3,37.0,0.0022309135802061064,0.0,-0.0004841864074445183
4,25.0,0.0013866666668036487,0.0,-0.0006860545124181415
5,20.0,0.0012476049382712517,0.0,-0.00044096350583126983
6,9.0,0.0005463703705572698,0.0,-0.00044327958145975435
7,6.0,0.0003836049381789053,0.0,-0.00021192722000925825
8,16.0,0.0009927901235187164,0.0,-0.00042968137743169674
9,48.0,0.002887901234544188,0.0,-0.0005723727552653914
10,23.0,0.0012898765432964865,0.0,-0.0002409718076279533
11,61.0,0.0036566913581737026,0.0,-7.543050064557174e-05
12,21.0,0.0012393086419706378,0.0,-0.00019206359333343633
13,37.0,0.002134123456698944,0.0,-0.0004805571790396402
14,31.0,0.0018931358026748057,0.0,-0.00010596361000462913
15,12.0,0.0007099259257756785,0.0,-0.00019921654262332713
16,73.0,0.004033185185107868,0.0,-6.664161014539191e-05
17,4.0,0.0002832592592767469,0.0,-5.298180500231457e-05
18,13.0,0.0008418765432907094,0.0,-9.960827131166356e-05
19,23.0,0.0013424197529730009,0.0,-0.00043680365230505647
20,61.0,0.0035883456789633783,0.0,-2.3405584842886106e-05
21,63.0,0.003422419753178474,0.0,-0.00041187799680791854
22,51.0,0.0028649876544477593,0.0,2.0477608755606478e-05
23,21.0,0.001204938271712308,0.0,-1.8680158655643294e-05
24,86.0,0.01145639506171392,0.0,-0.0001392783525521484
25,31.0,0.0018172839506860328,0.0,-1.2445016512162392e-05
26,26.0,0.0014652839506652526,0.0,-0.000731070673855956
27,38.0,0.0020946172840012878,0.0,-0.00024209320372225914
28,57.0,0.003181037037165879,0.0,-0.0005976356162989363
29,32.0,0.0018670617284897162,0.0,-0.0006794941048251879
30,15.0,0.0008719012344045041,0.0,3.058554696601216e-07
31,26.0,0.0014538271605033515,0.0,1.529277348300608e-07
32,19.0,0.0011895308641669544,0.0,-0.0005887169405271832
33,18.0,0.0011966419754116941,0.0,4.317181105849244e-05
34,16.0,0.0009153580247129867,0.0,2.1585905529246223e-05
35,40.0,0.0024308148149430053,0.0,-0.000365535336927978
36,15.0,0.0008628148148090986,0.0,2.4924726957517445e-05
37,23.0,0.0012803950617126247,0.0,1.2462363478758726e-05
38,25.0,0.0016722962964195176,0.0,6.2311817393793595e-06
39,31.0,0.0017603950616376096,0.0,3.1155908696896763e-06
40,11.0,0.0006692345680221479,0.0,-0.00020593899840395924
41,45.0,0.0025544691359300487,0.0,-0.0002977585629841751
42,175.0,0.009846123456782152,0.0,-0.00022048175291563491
43,37.0,0.0020855308641785086,0.0,4.0201687367752374e-05
44,31.0,0.001801086419618514,0.0,-0.00020814231515498176
45,62.0,0.0034520493827585597,0.0,-0.00011024087645781747
46,17.0,0.0009615802468943002,0.0,-0.00029425302205917704
47,43.0,0.0050271604939098324,0.0,-5.476798740015461e-05
48,4.0,0.0004314074074045493,0.0,3.664088281661414e-05
49,16.0,0.0010220246913377196,0.0,4.33630835433264e-05
50,77.0,0.004314469135806576,0.0,-7.930573245637287e-05
51,32.0,0.002054320987781466,0.0,3.6070891815327395e-05
52,9.0,0.0005554567901526752,0.0,4.058908446929122e-05
53,11.0,0.0007079506174250128,0.0,2.029454223464561e-05
54,11.0,0.0006976790123189858,0.0,4.8034648839956394e-05
55,32.0,0.0018674567900234251,0.0,-5.4709771668224987e-05
56,16.0,0.0009114074073295342,0.0,3.179170539729549e-05
57,6.0,0.00038716049380127515,0.0,1.5895852698647737e-05
58,38.0,0.002530765432084081,0.0,4.226749685169731e-05
59,10.0,0.0006431604938370583,0.0,-9.069304040762857e-05
60,10.0,0.0005921975309775007,0.0,3.9651920100098166e-05
61,7.0,0.0004768395062910713,0.0,4.462755233973593e-05
62,54.0,0.003173135802398974,0.0,-0.0004887819991415338
63,100.0,0.006250271605040325,0.0,4.503631062063939e-05
64,12.0,0.0007510123457450391,0.0,2.2518155310319696e-05
65,16.0,0.0010125432097538578,0.0,4.308646046816124e-05
66,9.0,0.0005839012346768868,0.0,2.154323023408062e-05
67,10.0,0.0006392098764536058,0.0,1.0771615117040314e-05
68,49.0,0.0026299259259303653,0.0,-2.678106116871308e-05
69,57.0,0.003442567901174698,0.0,7.606985388094798e-06
70,79.0,0.004206617283898595,0.0,4.587485380522929e-05
71,38.0,0.002471111111162827,0.0,-0.00021195731424923338
72,52.0,0.003006814814852987,0.0,4.593156497131706e-05
73,61.0,0.00387081481471796,0.0,-3.849011695748755e-05
74,20.0,0.0011401481481243536,0.0,4.8620820651381505e-05
75,23.0,0.0012922469136356085,0.0,-0.00018424971236010265
76,8.0,0.0005459753085688135,0.0,2.4310410325690756e-05
77,53.0,0.002942814814787198,0.0,3.841567897472706e-05
78,21.0,0.0014712098766267445,0.0,3.181528996018232e-05
79,24.0,0.001493333333201008,0.0,5.154662175596474e-05
80,70.0,0.00487190123453729,0.0,3.3461161079213604e-05
81,4.0,0.00033975308633671375,0.0,2.577331087798237e-05
82,87.0,0.004748246913550247,0.0,-0.0002988178081494682
83,77.0,0.004198320987597981,0.0,5.0941325206359935e-05
84,9.0,0.000532148148295164,0.0,1.3568828991648063e-05
85,24.0,0.0016734814814753918,0.0,1.6730580539606802e-05
86,43.0,0.0025011358025039954,0.0,1.4609058574491674e-06
87,4.0,0.0002856296296158689,0.0,3.917155330947286e-05
88,11.0,0.000718617283837375,0.0,3.749201594174006e-06
89,43.0,0.0024039506172357505,0.0,-0.00012648944089155783
90,11.0,0.0006522469134324638,0.0,5.068087507024854e-05
91,24.0,0.0016079012345926458,0.0,4.668511625403338e-05
92,10.0,0.0006561975308159163,0.0,8.365290269803404e-06
93,34.0,0.001896691358069802,0.0,3.853263452502679e-05
94,5.0,0.00038558024698431836,0.0,1.9266317262513402e-05
95,70.0,0.005616197531026046,0.0,8.560866597924767e-05
