steps,time,reward,delta,converged
1,0.032291950617263865,-3.7664670658682633,0,False
2,0.02962765432107517,-2.7784431137724552,0,False
3,0.029263802469131406,-2.18562874251497,0,False
4,0.029668740740817157,-1.9880239520958083,0,False
5,0.03171239506173151,-2.3832335329341316,0,False
6,0.034475456790232784,-2.5808383233532934,0,False
7,0.03583051851865093,-2.5808383233532934,0,False
8,0.04402883950615433,-2.7784431137724552,0,False
9,0.03135051851859316,-3.1736526946107784,0,False
10,0.03180088888893806,-2.18562874251497,0,False
11,0.03308839506166805,-2.7784431137724552,0,False
12,0.0327000493828109,-2.9760479041916166,0,False
13,0.03174913580255634,-2.3832335329341316,0,False
14,0.032940641975528706,-2.7784431137724552,0,False
15,0.005549827160393761,0.041237113402061855,99.99938505452857,False
16,0.030910814814888,-2.5808383233532934,99.99938505452857,False
17,0.03139279012339102,-2.7784431137724552,99.99938505452857,False
18,0.034650864197374176,-2.7784431137724552,99.99938505452857,False
19,0.0447561481480534,-2.18562874251497,99.99938505452857,False
20,0.037630814814974656,-2.18562874251497,99.99938505452857,False
21,0.03134696296297079,-2.5808383233532934,99.99938505452857,False
22,0.032695308641905285,-2.552808988764045,99.99938505452857,False
23,0.030861827160379107,-1.9880239520958083,99.99938505452857,False
24,0.03180444444456043,-2.18562874251497,99.99938505452857,False
25,0.018488888888668953,-1.7567567567567568,99.99938505452857,False
26,0.029180444444364184,-1.9880239520958083,99.99938505452857,False
27,0.0031845925925608753,1.0612244897959184,99.99938505452857,False
28,0.029893530864228524,-2.3832335329341316,99.99938505452857,False
29,0.04266627160495773,-2.3832335329341316,99.99938505452857,False
30,0.04048750617289443,-1.592814371257485,99.99938505452857,False
31,0.027678024691340397,-2.0717391304347825,99.99938505452857,False
32,0.03172345679013233,-2.3832335329341316,99.99938505452857,False
33,0.030596345678986836,-2.7784431137724552,99.99938505452857,False
34,0.02892246913575036,-2.18562874251497,99.99938505452857,False
35,0.027782320987626008,-1.592814371257485,99.99938505452857,False
36,0.028606419753259615,-2.5808383233532934,99.99938505452857,False
37,0.0018923456791526405,2.0606060606060606,99.99938505452857,False
38,0.029063901234394507,-1.7904191616766467,99.99938505452857,False
39,0.029307654320973597,-1.7975708502024292,99.99938505452857,False
40,0.023864888888965652,-1.9403341288782816,99.99938505452857,False
41,0.02910182716050258,-1.592814371257485,99.99938505452857,False
42,0.030179950617366558,-2.18562874251497,99.99938505452857,False
43,0.019127703703816223,-1.6068111455108358,99.99938505452857,False
44,0.031867654321104055,-1.592814371257485,99.99938505452857,False
45,0.0277388641975449,-2.7627551020408165,99.99938505452857,False
46,0.037937382716108914,-1.0,99.99938505452857,False
47,0.014214716049536946,-1.9751243781094527,99.99938505452857,False
48,0.03262972839502254,-1.7904191616766467,99.99938505452857,False
49,0.020455506172766036,-1.293939393939394,99.99938505452857,False
50,0.03105540740739343,-1.7904191616766467,99.99938505452857,False
51,0.0346089876543374,-1.1976047904191616,99.99938505452857,False
52,0.03164958024694897,-1.3952095808383234,99.99938505452857,False
53,0.0013052839506144664,3.391304347826087,99.99938505452857,False
54,0.036385975308576235,-1.3952095808383234,99.99938505452857,False
55,0.013850864197593182,-0.9915611814345991,99.99938505452857,False
56,0.0288916543211144,-1.592814371257485,99.99938505452857,False
57,0.02126024691369821,-1.5254691689008042,99.99938505452857,False
58,0.03064967901241289,-1.3952095808383234,99.99938505452857,False
59,0.01659140740730436,-0.9928057553956835,99.99938505452857,False
60,0.03108464197543981,-1.592814371257485,99.99938505452857,False
61,0.01972582716030047,-1.2975460122699387,99.99938505452857,False
62,0.029394567901135815,-1.9880239520958083,99.99938505452857,False
63,0.02878182716062838,-1.1976047904191616,99.99938505452857,False
64,0.0019026172838039201,1.9705882352941178,99.99938505452857,False
65,0.029240888889034977,-1.3952095808383234,99.99938505452857,False
66,0.02851832098781415,-1.0,99.99938505452857,False
67,0.00214479012333868,1.7297297297297298,99.99938505452857,False
68,0.028820543209803873,-1.3952095808383234,99.99938505452857,False
69,0.029301728395012105,-1.1976047904191616,99.99938505452857,False
70,0.0302111604937636,-1.1976047904191616,99.99938505452857,False
71,0.003648395061645715,0.7719298245614035,99.99938505452857,False
72,0.017120395061510862,-1.3310580204778157,99.99938505452857,False
73,0.04616770370375889,-1.0,99.99938505452857,False
74,0.002174814814907222,2.607142857142857,99.99938505452857,False
75,0.043136790123526225,-1.3952095808383234,99.99938505452857,False
76,0.03975387654327278,-1.1976047904191616,99.99938505452857,False
77,0.031107160494002528,-1.1976047904191616,99.99938505452857,False
78,0.03293590123462309,-1.0,99.99938505452857,False
79,0.005144098765413219,1.8857142857142857,99.99938505452857,False
80,0.033430913580332344,-1.0,99.99938505452857,False
81,0.0019026172838039201,2.3666666666666667,99.99938505452857,False
82,0.029977679012290537,-1.0,99.99938505452857,False
83,0.029836641975407474,-1.0,99.99938505452857,False
84,0.029757629629557414,-1.1976047904191616,99.99938505452857,False
85,0.028788938271645748,-1.0,99.99938505452857,False
86,0.02930251851853427,-1.1976047904191616,99.99938505452857,False
87,0.00274251851851659,1.3488372093023255,99.99938505452857,False
88,0.0015798518518295168,2.8846153846153846,99.99938505452857,False
89,0.016525827160421613,-0.993006993006993,99.99938505452857,False
90,0.02964464197543748,-1.0,99.99938505452857,False
91,0.02891022222229367,-1.1976047904191616,99.99938505452857,False
92,0.02906034567899951,-1.1976047904191616,99.99938505452857,False
93,0.030183901234522637,-1.0,99.99938505452857,False
94,0.0011693827159433567,4.315789473684211,99.99938505452857,False
95,0.009441580246857484,-0.9859154929577465,99.99938505452857,False
96,0.030083555555393104,-1.3952095808383234,99.99938505452857,False
97,0.036877827160424204,-1.0,99.99938505452857,False
98,0.023292444444450666,-0.9946949602122016,99.99938505452857,False
99,0.027929679012231645,-1.0,99.99938505452857,False
100,0.014122271604946945,-1.3959183673469389,99.99938505452857,False
101,0.028673185184970862,-1.0,99.99938505452857,False
102,0.028563358024712215,-1.0,99.99938505452857,False
103,0.029085629629662435,-1.0,99.99938505452857,False
104,0.0017015308642385207,2.3666666666666667,99.99938505452857,False
105,0.028638814814712532,-1.0,99.99938505452857,False
106,0.0011693827159433567,3.8095238095238093,99.99938505452857,False
107,0.0013981234567381762,3.8095238095238093,99.99938505452857,False
108,0.042362469135923675,-1.1976047904191616,99.99938505452857,False
109,0.0017137777776952134,2.4827586206896552,99.99938505452857,False
110,0.02892246913575036,-1.0,99.99938505452857,False
111,0.02915120987654518,-1.0,99.99938505452857,False
112,0.0017884444444007386,2.3666666666666667,99.99938505452857,False
113,0.029831111111207065,-1.0,99.99938505452857,False
114,0.00142538271597914,3.04,99.99938505452857,False
115,0.04240592592577741,-1.0,99.99938505452857,False
116,0.029079703703700943,-1.0,99.99938505452857,False
117,0.0015099259260296094,2.740740740740741,99.99938505452857,False
118,0.001246024691454295,3.8095238095238093,99.99938505452857,False
119,0.02823703703688807,-1.0,99.99938505452857,False
120,0.0020760493828220206,1.6578947368421053,99.99938505452857,False
121,0.045308444444344786,-1.1976047904191616,99.99938505452857,False
122,0.03004088888883416,-0.9935064935064936,99.99938505452857,False
123,0.002968493827211205,2.3666666666666667,99.99938505452857,False
124,0.04150320987650957,-1.0,99.99938505452857,False
125,0.003316938271609615,1.02,99.99938505452857,False
126,0.03461609876558214,-1.0,99.99938505452857,False
127,0.003599407407364197,3.04,99.99938505452857,False
128,0.03443911111116904,-1.0,99.99938505452857,False
129,0.0015391604936212389,2.8846153846153846,99.99938505452857,False
130,0.0016497777776294242,4.315789473684211,99.99938505452857,False
131,0.0014352592593240843,3.2083333333333335,99.99938505452857,False
132,0.003021432098648802,1.2954545454545454,99.99938505452857,False
133,0.032506074074035496,-1.1976047904191616,99.99938505452857,False
134,0.03166419753097216,-1.0,99.99938505452857,False
135,0.0019895308641935117,2.8846153846153846,99.99938505452857,False
136,0.0016493827160957153,3.04,99.99938505452857,False
137,0.02997649382700729,-1.0,99.99938505452857,False
138,0.0019358024690063758,2.4827586206896552,99.99938505452857,False
139,0.031029333333435716,-1.0,99.99938505452857,False
140,0.0017817283949170815,2.4827586206896552,99.99938505452857,False
141,0.0014293333333625924,3.04,99.99938505452857,False
142,0.0011144691359277203,4.315789473684211,99.99938505452857,False
143,0.0015407407406655693,2.607142857142857,99.99938505452857,False
144,0.030578567901329734,-1.0,99.99938505452857,False
145,0.03684266666664371,-1.0,99.99938505452857,False
146,0.0015470617283881438,2.4827586206896552,99.99938505452857,False
147,0.0012689382715507236,3.8095238095238093,99.99938505452857,False
148,0.031006419753111913,-1.0,99.99938505452857,False
149,0.004466172839556748,1.1956521739130435,99.99938505452857,False
150,0.0028464197530411184,4.315789473684211,99.99938505452857,False
151,0.0033833086420145264,3.2083333333333335,99.99938505452857,False
152,0.002398814814796424,4.611111111111111,99.99938505452857,False
153,0.03668187654329813,-1.0,99.99938505452857,False
154,0.0016821728395370883,2.4827586206896552,99.99938505452857,False
155,0.0021886419754082453,2.2580645161290325,99.99938505452857,False
156,0.03566933333354427,-1.0,99.99938505452857,False
157,0.0021210864197200863,2.8846153846153846,99.99938505452857,False
158,0.0009750123456342408,5.733333333333333,99.99938505452857,False
159,0.001549037037193557,2.8846153846153846,99.99938505452857,False
160,0.0025129876541996055,3.04,99.99938505452857,False
161,0.04063999999993939,-1.0,99.99938505452857,False
162,0.0018473086420272011,3.8095238095238093,99.99938505452857,False
163,0.0016383209876948968,2.3666666666666667,99.99938505452857,False
164,0.0014226172838789353,2.8846153846153846,99.99938505452857,False
165,0.0016695308640919393,2.3666666666666667,99.99938505452857,False
166,0.001600790123347906,3.2083333333333335,99.99938505452857,False
