steps,time,reward,delta,converged
1,0.006070123456765941,0.0,0.000248285398140656,False
2,0.00176197530868194,0.0,0.000248285398140656,False
3,0.003119407407439212,0.0,0.000248285398140656,False
4,0.0012713086420035324,0.0,0.000248285398140656,False
5,0.0064770370370297314,0.0,0.000248285398140656,False
6,0.0022435555555375686,0.0,0.000248285398140656,False
7,0.0014779259259967148,0.0,0.000248285398140656,False
8,0.0021112098764888287,0.0,0.000248285398140656,False
9,0.004677135802467092,0.0,0.000248285398140656,False
10,0.003945086419776089,0.0,0.000248285398140656,False
11,0.0028262716049312075,0.0,0.000248285398140656,False
12,0.0005882469135940482,0.0,0.000248285398140656,False
13,0.003041975308633482,0.0,0.000248285398140656,False
14,0.004779851851822059,0.0,0.000248285398140656,False
15,0.0024047407407579158,0.0,0.000248285398140656,False
16,0.003356839506182041,0.0,0.000248285398140656,False
17,0.0021653333333233604,0.0,0.000248285398140656,False
18,0.005630419753060778,0.0,0.000248285398140656,False
19,0.013085629629699724,0.0,0.000248285398140656,False
20,0.003802469135848696,0.0,0.000248285398140656,False
21,0.0034101728394944075,0.0,0.000248285398140656,False
22,0.002537876543215134,0.0,0.000248285398140656,False
23,0.0019172345679407954,0.0,0.000250193472427351,False
24,0.001968197530800353,0.0,0.000250193472427351,False
25,0.005147654320921902,0.0,0.000250193472427351,False
26,0.0040430617284528125,0.0,0.000250193472427351,False
27,0.006516543209841075,0.0,0.000250193472427351,False
28,0.005447111111152481,0.0,0.000250193472427351,False
29,0.0007529876543230785,0.0,0.000250193472427351,False
30,0.0034417777777662195,0.0,0.000250193472427351,False
31,0.0014107654320696383,0.0,0.000250193472427351,False
32,0.002174814814907222,0.0,0.000250193472427351,False
33,0.004348049382770114,0.0,0.000250193472427351,False
34,0.003663407407429986,0.0,0.000250193472427351,False
35,0.0061013333333903574,0.0,0.000250193472427351,False
36,0.003932444444444627,0.0,0.000250193472427351,False
37,0.002155456790092103,0.0,0.000250193472427351,False
38,0.007111901234566176,0.0,0.000250193472427351,False
39,0.009879703703632003,0.0,0.000250193472427351,False
40,0.0019302716049196533,0.0,0.000250193472427351,False
41,0.004687407407345745,0.0,0.000250193472427351,False
42,0.006908049382673198,0.0,0.000250193472427351,False
43,0.0028167901234610326,0.0,0.000250193472427351,False
44,0.002456888888900721,0.0,0.000250193472427351,False
45,0.0010804938272030995,0.0,0.000250193472427351,False
46,0.0044819753086358105,0.0,0.000250193472427351,False
47,0.0025805432098877645,0.0,0.000250193472427351,False
48,0.0021827160493330666,0.0,0.000250193472427351,False
49,0.001191111111097598,0.0,0.000250193472427351,False
50,0.0014885925925227639,0.0,0.000250193472427351,False
51,0.0016027654320396323,0.0,0.000250193472427351,False
52,0.00252958024691452,0.0,0.000250193472427351,False
53,0.0045499259258576785,0.0,0.000250193472427351,False
54,0.0033133827159872453,0.0,0.000250193472427351,False
55,0.001570370370359342,0.0,0.000250193472427351,False
56,0.001413530864169843,0.0,0.000250193472427351,False
57,0.0014068148147998727,0.0,0.000250193472427351,False
58,0.003520790123388906,0.0,0.000250193472427351,False
59,0.007095703703726031,0.0,0.000250193472427351,False
60,0.0036092839505954544,0.0,0.000250193472427351,False
61,0.004440888888893824,0.0,0.000250193472427351,False
62,0.0010800987654420169,0.0,0.000250193472427351,False
