steps,time,reward,delta,converged
1,0.012451555555571758,0.0,0,False
2,0.0028195555555612373,0.0,0,False
3,0.004490271604936424,0.0,0,False
4,0.015490370370343953,0.0,0,False
5,0.003897283950664132,0.0,0,False
6,0.0037404444442472595,0.0,0,False
7,0.013952790123539671,0.0,0,False
8,0.009858370370238845,0.0,0,False
9,0.007988543209876298,0.0,0,False
10,0.007397135802420962,0.0,0,False
11,0.0014261728395013051,0.0,0,False
12,0.018025481481345196,0.0,0,False
13,0.01857461728400267,0.0,0,False
14,0.02788543209862837,0.0,0,False
15,0.022342320987718267,0.0,0,False
16,0.016370172839515362,0.0,0,False
17,0.00713560493818477,0.0,0,False
18,0.00846261728383979,0.0,0,False
19,0.005468444444431952,0.0,0,False
20,0.004326320987729559,0.0,0,False
21,0.003977876543331149,0.0,0,False
22,0.011275851851905827,0.0,0,False
23,0.002049975308636931,0.0,0,False
24,0.013845728394926482,0.0,0,False
25,0.0009106172840347426,0.0,0,False
26,0.01743367901235615,0.0,0,False
27,0.004182913580280001,0.0,0,False
28,0.007548444444410052,0.0,0,False
29,0.0021712592590574786,0.0,0,False
30,0.013123160493705655,0.0,0,False
31,0.002517728395105223,0.0,0,False
32,0.010713679012496868,0.0,0,False
33,0.002731061728354689,0.0,0,False
34,0.011019061728575252,0.0,0,False
35,0.008634864197574643,0.0,0,False
36,0.011993283950459954,0.0,0,False
37,0.009762370370253848,0.0,0,False
38,0.008233876543272345,0.0,0,False
39,0.002509827160565692,0.0,0,False
40,0.005396543210054006,0.0,0,False
41,0.00803753086438519,0.0,0,False
42,0.007357629629495932,0.0,0,False
43,0.030196938271728868,0.0,0,False
44,0.02701590123456299,0.0,0,False
45,0.005266962962878097,0.0,0,False
46,0.03304849382720931,0.0,0,False
47,0.004359506172704641,0.0,0,False
48,0.020886518518409503,0.0,0,False
49,0.004103111111135149,0.0,0,False
50,0.006678518518583587,0.0,0,False
51,0.01558992592595132,0.0,0,False
52,0.0053744197532523685,0.0,0,False
53,0.015211061728223285,0.0,0,False
54,0.01008237037035542,0.0,0,False
55,0.013200592592511384,0.0,0,False
