episode,length,time,reward,delta
0,500.0,0.04145975308620109,-1986.0,-0.3999999999999999
1,500.0,0.03713896296312669,-1986.0,-0.0077201556179435915
2,500.0,0.05424474074106911,-1887.0,-3.062113433527358e-05
3,108.0,0.00810192592552994,-107.0,100.0
4,289.0,0.0349546666666356,-882.0,50.0
5,81.0,0.005508740740879148,-179.0,25.0
6,96.0,0.006529185185172537,-95.0,12.5
7,123.0,0.011439802468885318,-320.0,6.25
8,15.0,0.000981333333584189,85.0,3.125
9,67.0,0.005253925925899239,-66.0,1.5625
10,42.0,0.00418844444448041,-41.0,0.78125
11,37.0,0.0027456790121505037,63.0,0.390625
12,23.0,0.0020851358026447997,-22.0,0.1953125
13,29.0,0.0022984691358942655,71.0,0.09765625
14,74.0,0.009285530864417524,-271.0,0.048828125
15,35.0,0.005668740740475187,-34.0,0.0244140625
16,35.0,0.004734814814582933,-34.0,0.01220703125
17,67.0,0.005449086419957894,-66.0,0.006103515625
18,25.0,0.0028495802471297793,75.0,0.0030517578125
19,20.0,0.001432493826996506,80.0,0.00152587890625
20,28.0,0.0017216790124621184,-27.0,0.000762939453125
21,18.0,0.001795160493657022,82.0,0.0003814697265625
22,19.0,0.00135150617279578,81.0,0.00019073486328125
23,14.0,0.0011377777777852316,86.0,9.5367431640625e-05
24,26.0,0.0019290864197500923,74.0,4.76837158203125e-05
25,21.0,0.0020602469135155843,79.0,2.384185791015625e-05
26,28.0,0.003432296296068671,-27.0,1.1920928955078125e-05
27,18.0,0.0012760493827954633,82.0,5.9604644775390625e-06
28,15.0,0.0013127901233929151,85.0,2.9802322387695312e-06
29,15.0,0.001073382715730986,85.0,1.4901161193847656e-06
30,14.0,0.0012831604935854557,86.0,7.450580596923828e-07
31,16.0,0.0017730370373101323,84.0,3.725290298461914e-07
32,15.0,0.002941629629731324,85.0,1.862645149230957e-07
33,15.0,0.002366024691127677,85.0,9.313225746154785e-08
34,16.0,0.002386567901339731,84.0,4.6566128730773926e-08
35,14.0,0.0009449876542930724,86.0,2.3283064365386963e-08
36,14.0,0.0008920493828554754,86.0,1.1641532182693481e-08
37,15.0,0.001387456790325814,85.0,5.820766091346741e-09
38,17.0,0.0011097283950221026,83.0,2.9103830456733704e-09
39,14.0,0.0009430123454876593,86.0,1.4551915228366852e-09
40,32.0,0.00470202469114156,-31.0,7.275957614183426e-10
41,14.0,0.0009501234567323991,86.0,3.637978807091713e-10
42,33.0,0.002512592592211149,-32.0,1.8189894035458565e-10
43,16.0,0.0019279012344668445,84.0,9.094947017729282e-11
44,39.0,0.006305580247044418,-38.0,4.547473508864641e-11
45,15.0,0.0018070123460347531,85.0,2.2737367544323206e-11
46,15.0,0.0009975308639695868,85.0,1.1368683772161603e-11
47,21.0,0.001417086419678526,79.0,5.6843418860808015e-12
48,16.0,0.001086419753391965,84.0,2.8421709430404007e-12
49,14.0,0.0010224197530988022,86.0,1.4210854715202004e-12
50,16.0,0.0016995555556604813,84.0,7.105427357601002e-13
51,16.0,0.0012732839509226324,84.0,3.552713678800501e-13
52,17.0,0.0014463209872701555,83.0,1.7053025658242404e-13
53,14.0,0.002354962963181606,86.0,8.526512829121202e-14
54,14.0,0.002731851851876854,86.0,4.263256414560601e-14
55,41.0,0.002516938271583058,-139.0,2.842170943040401e-14
56,15.0,0.0010350617285439512,85.0,1.4210854715202004e-14
57,16.0,0.0009769876542122802,84.0,0.0
58,14.0,0.0010066172840197396,86.0,0.0
59,14.0,0.0014285432098404272,86.0,0.0
60,16.0,0.001147259259596467,84.0,0.0
61,16.0,0.0011144691357003467,84.0,0.0
62,14.0,0.0012084938271073042,86.0,0.0
63,15.0,0.0021708641975237697,85.0,0.0
64,18.0,0.002290172839366278,82.0,0.0
65,15.0,0.0023340246912084694,85.0,0.0
66,16.0,0.0018322962964703038,84.0,0.0
67,14.0,0.0020491851851147658,86.0,0.0
68,16.0,0.0025441975308240217,84.0,0.0
69,45.0,0.007550419752988091,-44.0,0.0
70,14.0,0.0025821234567047213,86.0,0.0
71,14.0,0.0023059753084453405,86.0,0.0
72,14.0,0.0019962469136771688,86.0,0.0
73,18.0,0.0014194567902450217,82.0,0.0
74,14.0,0.0011235555552957521,86.0,0.0
75,19.0,0.0015201975311356364,81.0,0.0
76,14.0,0.0011413333331802278,86.0,0.0
77,15.0,0.002017185185195558,85.0,0.0
78,14.0,0.0009726419752951188,86.0,0.0
79,37.0,0.0031739259256937657,-36.0,0.0
80,63.0,0.010096987654378609,-62.0,0.0
81,14.0,0.0020898765433230437,86.0,0.0
82,14.0,0.0021455802466334717,86.0,0.0
83,18.0,0.0041141728397633415,82.0,0.0
84,15.0,0.0012744691357511329,85.0,0.0
85,28.0,0.002547753086219018,-27.0,0.0
86,14.0,0.0022463209875240864,86.0,0.0
