episode,length,time,reward,delta
0,74.0,0.004881777777768548,0.0,0.0
1,90.0,0.004830814814795303,0.0,0.0
2,45.0,0.0028266666665786033,0.0,0.0
3,35.0,0.001901432098748046,0.0,0.0
4,103.0,0.00544237037036055,0.0,0.0
5,11.0,0.0006455308641761803,0.0,0.0
6,233.0,0.014055506172780952,0.0,0.0
7,95.0,0.005633975308569461,0.0,0.0
8,34.0,0.0018512592592969668,0.0,0.0
9,61.0,0.003254123456827074,0.0,0.0
10,76.0,0.004472493827165636,0.0,0.0
11,108.0,0.0054226172840117215,0.0,0.0
12,26.0,0.001386666666576275,0.0,0.0
13,223.0,0.01161244444449494,0.0,0.0
14,73.0,0.0037048888888193687,0.0,0.0
15,61.0,0.0030451358024947695,0.0,0.0
16,100.0,0.005228641975350001,0.0,0.0
17,25.0,0.0012910617284660475,0.0,0.0
18,102.0,0.005496098765433999,0.0,0.0
19,69.0,0.0035784691358458076,0.0,0.0
20,10.0,0.0005558518519137579,0.0,0.0
21,26.0,0.001343209876495166,0.0,0.0
22,137.0,0.007073580246924394,0.0,0.0
23,54.0,0.002693530864235072,0.0,0.0
24,78.0,0.004470913580234992,0.0,0.0
25,32.0,0.0017193086420093096,0.0,0.0
26,11.0,0.0006392098765672927,0.0,0.0
27,7.0,0.00042587654320414003,0.0,0.0
28,44.0,0.0023288888889965165,0.0,0.0
29,20.0,0.0011188148148448818,0.0,0.0
30,29.0,0.0016620246913134906,0.0,0.0
31,69.0,0.0036088888888343718,0.0,0.0
32,26.0,0.0013969382715686152,0.0,0.0
33,96.0,0.005534419753075781,0.0,0.0
34,31.0,0.0016023703703922365,0.0,0.0
35,73.0,0.0036487901234067976,0.0,0.0
36,53.0,0.002889876543235914,0.0,0.0
37,29.0,0.0015300740740258334,0.0,0.0
38,72.0,0.0035776790123236424,0.0,0.0
39,49.0,0.0027136790123449828,0.0,0.0
40,39.0,0.0020578765431764623,0.0,0.0
41,13.0,0.000700839506180273,0.0,0.0
42,54.0,0.003922962962860765,0.0,0.0
43,12.0,0.0012665679012116016,0.0,0.0
44,19.0,0.0017050864197472038,0.0,0.0
45,195.0,0.01257599999996728,0.0,0.0
46,105.0,0.006487703703669467,0.0,0.0
47,68.0,0.0038838518519241916,0.0,0.0
48,36.0,0.002023111111043363,0.0,0.0
49,65.0,0.0038830617284020263,0.0,0.0
50,76.0,0.0041449876542856146,0.0,0.0
51,13.0,0.0007395555555831379,0.0,0.0
52,24.0,0.0023379753087056088,0.0,0.0
53,58.0,0.0034883950617086157,0.0,0.0
54,33.0,0.0017675061727686625,0.0,0.0
55,62.0,0.00334893827164251,0.0,0.0
56,72.0,0.00409086419756477,0.0,0.0
57,64.0,0.003266765432158536,0.0,0.0
58,69.0,0.003547654320982474,0.0,0.0
59,46.0,0.0023024197530503443,0.0,0.0
60,12.0,0.000647111111106824,0.0,0.0
61,51.0,0.0031458765431580105,0.0,0.0
62,80.0,0.004367802469118942,0.0,0.0
63,17.0,0.000943012345715033,0.0,0.0
64,123.0,0.0064991604938313685,0.0,0.0
65,103.0,0.005556148148230022,0.0,0.0
66,40.0,0.002102913580188215,0.0,0.0
67,30.0,0.0017078518518474084,0.0,0.0
68,66.0,0.00362706172847993,0.0,0.0
69,72.0,0.003853037037060858,0.0,0.0
70,102.0,0.005218370370357661,0.0,0.0
71,139.0,0.007074765432093955,0.0,0.0
72,17.0,0.000891654320980706,0.0,0.0
73,201.0,0.010378666666724712,0.0,0.0
74,66.0,0.0032746666666980673,0.0,0.0
75,30.0,0.0016114567902150156,0.0,0.0
76,45.0,0.0024402962962994934,0.0,0.0
77,113.0,0.005528888888875372,0.0,0.0
78,16.0,0.0008869135801887751,0.0,0.0
79,15.0,0.00091022222227366,0.0,0.0
80,143.0,0.007076740740785681,0.0,0.0
81,94.0,0.004882172839415944,0.0,0.0
82,91.0,0.004474074074096279,0.0,0.0
83,20.0,0.0013997037036688198,0.0,0.0
84,52.0,0.0028017777776767616,0.0,0.0
85,44.0,0.0022210370370885357,0.0,0.0
86,86.0,0.004319999999893298,0.0,0.0
87,18.0,0.001033086419738538,0.0,0.0
88,13.0,0.0007431111110918209,0.0,0.0
89,19.0,0.0009927901234050296,0.0,0.0
90,14.0,0.0007423209876833425,0.0,0.0
91,107.0,0.006598320987563966,0.0,0.0
92,39.0,0.002183506172855232,0.0,0.0
93,76.0,0.004529777777747768,0.0,0.0
94,30.0,0.001749333333350478,0.0,0.0
95,213.0,0.011388444444378365,0.0,0.0
96,62.0,0.00334538271602014,0.0,0.0
97,190.0,0.010390913580181405,0.0,0.0
98,40.0,0.0021396543210130403,0.0,0.0
99,58.0,0.0031470617284412583,0.0,0.0
100,73.0,0.003809580246979749,0.0,0.0
101,66.0,0.0035444938271211868,0.0,0.0
102,21.0,0.0013775802469808696,0.0,0.0
103,79.0,0.0041216790123144165,0.0,0.0
104,28.0,0.001498864197515104,0.0,0.0
105,87.0,0.0053392592592445,0.0,0.0
106,53.0,0.003585185185215778,0.0,0.0
107,184.0,0.012177382716004104,0.0,0.0
108,10.0,0.0007431111110918209,0.0,0.0
109,67.0,0.004489086419766863,0.0,0.0
110,112.0,0.006515753086432596,0.0,0.0
111,53.0,0.0026986666665607117,0.0,0.0
112,58.0,0.0032418765432566943,0.0,0.0
113,28.0,0.0016071111110704805,0.0,0.0
114,139.0,0.0068606419753223236,0.0,0.0
115,114.0,0.006398814814815523,0.0,0.0
116,119.0,0.006214716049385061,0.0,0.0
117,142.0,0.007040000000074542,0.0,0.0
118,25.0,0.0015636543209893716,0.0,0.0
119,15.0,0.0007996049382654746,0.0,0.0
120,36.0,0.0018074074074547752,0.0,0.0
121,13.0,0.0006917530864711807,0.0,0.0
122,133.0,0.006806518518487792,0.0,0.0
123,119.0,0.006309135802553101,0.0,0.0
124,65.0,0.006302814814830526,0.0,0.0
125,9.0,0.0005554567900389884,0.0,0.0
126,150.0,0.008334222222174503,0.0,0.0
127,37.0,0.0019899259259545943,0.0,0.0
128,27.0,0.001620543209924108,0.0,0.0
129,39.0,0.0022881975309019253,0.0,0.0
130,105.0,0.005954765432079512,0.0,0.0
131,35.0,0.0029163456789547126,0.0,0.0
132,98.0,0.005532049382736659,0.0,0.0
133,48.0,0.002578567901309725,0.0,0.0
134,101.0,0.005355061728437249,0.0,0.0
135,136.0,0.008072296296290915,0.0,0.0
136,154.0,0.007891753086369135,0.0,0.0
137,14.0,0.0007482469135311476,0.0,0.0
138,61.0,0.003026962962962898,0.0,0.0
139,94.0,0.005174123456868074,0.0,0.0
140,94.0,0.004604839506214375,0.0,0.0
141,14.0,0.0007407407407526989,0.0,0.0
142,27.0,0.001372444444427856,0.0,0.0
143,76.0,0.0039296790123444225,0.0,0.0
144,156.0,0.00812325925926416,0.0,0.0
145,30.0,0.0015182222223302233,0.0,0.0
146,56.0,0.002775308641957963,0.0,0.0
147,17.0,0.0008857283950192141,0.0,0.0
148,90.0,0.004685827160528788,0.0,0.0
149,113.0,0.0057738271603966496,0.0,0.0
150,21.0,0.0012717037036509282,0.0,0.0
151,53.0,0.002671407407433435,0.0,0.0
152,203.0,0.010219851851843487,0.0,0.0
153,36.0,0.0018117530864856235,0.0,0.0
154,46.0,0.002301629629641866,0.0,0.0
155,54.0,0.003691456790079428,0.0,0.0
156,38.0,0.0026824691358342534,0.0,0.0
157,64.0,0.0044634074073428565,0.0,0.0
158,44.0,0.002982716049359624,0.0,0.0
159,236.0,0.023427950617360693,0.0,0.0
160,27.0,0.0018401975308961482,0.0,0.0
161,171.0,0.013413530864227141,0.0,0.0
162,130.0,0.007397135802534649,0.0,0.0
163,41.0,0.0022004938272175423,0.0,0.0
164,50.0,0.0026599506172715337,0.0,0.0
165,34.0,0.001816098765402785,0.0,0.0
166,37.0,0.0023008395061197007,0.0,0.0
167,321.0,0.01672730864197547,0.0,0.0
168,177.0,0.008836740740775895,0.0,0.0
169,80.0,0.004196740740781024,0.0,0.0
170,49.0,0.002469925925879579,0.0,0.0
171,89.0,0.00486874074078969,0.0,0.0
172,13.0,0.0007490370370533128,0.0,0.0
173,22.0,0.0011342222221628617,0.0,0.0
174,72.0,0.003552395061774405,0.0,0.0
175,305.0,0.01587476543215871,0.0,0.0
176,16.0,0.0008395061728379005,0.0,0.0
177,29.0,0.0014652839506652526,0.0,0.0
178,19.0,0.0009817283951178979,0.0,0.0
179,28.0,0.001477925925883028,0.0,0.0
180,255.0,0.013265382716099339,0.0,0.0
181,114.0,0.005573135802478646,0.0,0.0
182,69.0,0.00363891358017554,0.0,0.0
183,23.0,0.0011800493826967795,0.0,0.0
184,269.0,0.013794370370419529,0.0,0.0
185,44.0,0.002266469135747684,0.0,0.0
186,66.0,0.0034089876543248465,0.0,0.0
187,13.0,0.0006933333332881375,0.0,0.0
188,85.0,0.004504493827084843,0.0,0.0
189,39.0,0.002175209876554618,0.0,0.0
190,185.0,0.009734320987718093,0.0,0.0
191,76.0,0.004003555555527782,0.0,0.0
192,303.0,0.016214518518495424,0.0,0.0
193,48.0,0.002515358024766101,0.0,0.0
194,110.0,0.006036938271563486,0.0,0.0
195,144.0,0.007528296296300141,0.0,0.0
196,100.0,0.005303703703702922,0.0,0.0
197,17.0,0.0008869135803024619,0.0,0.0
198,17.0,0.0008853333333718183,0.0,0.0
199,94.0,0.005001086419724743,0.0,0.0
200,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0
